timestamp,client,server,bitrate,rtt,qoe
1717718915,ba,ce,0.6737303274254827,0.03602238004574554,18.703104197165736
1717719215,ba,ce,0.6682007548333463,0.03646961250463206,18.322123788632993
1717719816,ba,ce,0.6890712446595079,0.03583070899193703,19.23130365113817
1717720116,ba,ce,0.764616878754304,0.03576681864066753,21.377827489664416
1717720416,ba,ce,0.6780449839672856,0.03583070899193703,18.923571512912734
1717720716,ba,ce,0.7218039853381781,0.03851410374525615,18.74128994698686
1717721016,ba,ce,0.7458799589077693,0.03653350285590156,20.416327496701594
1717721316,ba,ce,0.7250482365791163,0.03576681864066753,20.271532781915447
1717721615,ba,ce,0.7198390615150293,0.03589459934320653,20.054244222989695
1717721915,ba,ce,0.7732881271075889,0.03583070899193703,21.58171436913519
1717722215,ba,ce,0.7204207248239547,0.035958489694476035,20.034788194528264
1717722515,ba,ce,0.7205137969872345,0.03589459934320653,20.073041910790963
1717722815,ba,ce,0.7668646393783436,0.03602238004574554,21.28856112240465
1717723115,ba,ce,0.7448603888079178,0.035958489694476035,20.714451444893243
1717723715,ba,ce,0.7782981850638488,0.03573487346503279,21.779794066583936
1717724015,ba,ce,0.7374868711202671,0.03979191077064622,18.533587777953553
1717724315,ba,ce,0.7281965495771925,0.03602238004574554,20.215114843950932
1717724615,ba,ce,0.5695166568849788,0.03570292828939804,15.951539108182796
1717725215,ba,ce,0.7568244609087472,0.03586265416757179,21.103414637756877
1717725815,ba,ce,0.7045719081186763,0.03576681864066753,19.699037680627402
1717726115,ba,ce,0.6725154113751494,0.03602238004574554,18.66937749590973
1717726415,ba,ce,0.7807127816888406,0.03583070899193703,21.78892920775093
1717726715,ba,ce,0.7527188773301627,0.03602238004574554,20.89586741282142
1717727315,ba,ce,0.7419839008312845,0.03576681864066753,20.74503489632805
1717727915,ba,ce,0.7674580686981862,0.03589459934320653,21.38087853718965
1717728215,ba,ce,0.7250868532303314,0.03602238004574554,20.12878805646737
1717728815,ba,ce,0.7440197224125233,0.036086270397015036,20.617806002863258
1717729415,ba,ce,0.7635434565275631,0.03698073531478809,20.647059882074124
1717729715,ba,ce,0.7536940986196344,0.036309886626458295,20.757269400847772
1717730315,ba,ce,0.6768287103003082,0.03589459934320653,18.85600404196755
1717730615,ba,ce,0.7956660239477782,0.035958489694476035,22.12734824816652
1717731215,ba,ce,0.7714114483663179,0.03615016074828454,21.339087638854394
1717731515,ba,ce,0.7339581237692062,0.03589459934320653,20.447592038887496
1717731816,ba,ce,0.7735561809716865,0.03602238004574554,21.47432179632029
1717732116,ba,ce,0.7925892120929673,0.03602238004574554,22.00268863652103
1717732416,ba,ce,0.5994000619199011,0.036086270397015036,16.61019704517544
1717732716,ba,ce,0.7376202192439938,0.03640572215336254,20.261106650671536
1717733016,ba,ce,0.7426596922275465,0.03589459934320653,20.690012030127406
